ZONENAME,POSTALSTREETNAME,UNITNUMBER,LOCATION,OUTSIDE,OPPOSITE,EASTING,NORTHING,OBJECTID
BALBRIGGAN,WALSHESTOWN,6,,,,316568,259078,32137
CASTLEKNOCK,WARREN AVENUE WARREN PARK,1,O/S 2 WA-WP,2,,307213,237138,32138
CASTLEKNOCK,WARREN AVENUE WARREN PARK,2,O/S 6/8 WA-WP,06-Aug,,307183,237135,32139
CASTLEKNOCK,WARREN AVENUE WARREN PARK,3,O/S 14/16 WA-WP,14/16,,307152,237135,32140
CASTLEKNOCK,WARREN AVENUE WARREN PARK,4,O/S 26/28 WA-WP,26/28,,307110,237129,32141
CASTLEKNOCK,WARREN AVENUE WARREN PARK,5,O/S 38/40 WA-WP,38/40,,307073,237119,32142
CASTLEKNOCK,WARREN AVENUE WARREN PARK,6,O/S 50/52 WA-WP,50/52,,307031,237110,32143
CASTLEKNOCK,WARREN AVENUE WARREN PARK,7,O/S 62/64 WA-WP,62/64,,306994,237101,32144
CASTLEKNOCK,WARREN AVENUE WARREN PARK,8,S/O 35 WA-WP,35,,306998,237073,32145
CASTLEKNOCK,WARREN AVENUE WARREN PARK,9,O/S 41/43 WA-WP,41/43,,307002,237044,32146
CASTLEKNOCK,WARREN AVENUE WARREN PARK,10,O/S 53/55 WA-WP,53/55,,307008,237003,32147
CASTLEKNOCK,WARREN CLOSE WARREN PARK,17,S/O 7 WC-WP,7,,307136,237114,32148
CASTLEKNOCK,WARREN CLOSE WARREN PARK,18,O/S 5/7 WC-WP,05-Jul,,307141,237070,32149
CASTLEKNOCK,WARREN CLOSE WARREN PARK,19,O/S 13/15 WC-WP,13/15,,307152,237039,32150
CASTLEKNOCK,WARREN CRESCENT WARREN PARK,11,O/S 37/39 WCRES-WP,37/39,,307022,236985,32151
CASTLEKNOCK,WARREN CRESCENT WARREN PARK,12,O/S 29/31 WCRES-WP,29/31,,307053,236989,32152
CASTLEKNOCK,WARREN CRESCENT WARREN PARK,13,O/S 17/19 WCRES-WP,17/19,,307077,237010,32153
CASTLEKNOCK,WARREN CRESCENT WARREN PARK,14,O/S 9/11 WCRES-WP,09-Nov,,307075,237042,32154
CASTLEKNOCK,WARREN CRESCENT WARREN PARK,15,O/S 1/3 WCRES-WP,01-Mar,,307072,237070,32155
CASTLEKNOCK,WARREN CRESCENT WARREN PARK,16,S/O 21 WCRES-WP,21,,307067,237097,32156
BALDOYLE,WARREN GREEN BALDOYLE,1,S/O 20 WARRENHOUSE RD,,,324766,239839,32157
BALDOYLE,WARREN GREEN BALDOYLE,2,OPP R/O 16 WARRENHOUSE RD,,,324787,239844,32158
BALDOYLE,WARREN GREEN BALDOYLE,3,O/S 2/3 WG,02-Mar,,324810,239852,32159
BALDOYLE,WARREN GREEN BALDOYLE,4,S/O 5 WG,,,324841,239861,32160
BALDOYLE,WARREN GREEN BALDOYLE,5,O/S 6 WG,6,,324859,239829,32161
BALDOYLE,WARREN GREEN BALDOYLE,6,O/S 10/11 WG,10-Nov,,324868,239793,32162
BALDOYLE,WARREN GREEN BALDOYLE,7,O/S 15 WG,15,,324877,239759,32163
BALDOYLE,WARREN GREEN BALDOYLE,8,S/O 15 WG,,,324894,239748,32164
BALDOYLE,WARREN GREEN BALDOYLE,9,O/S 17/18 WG,17/18,,324938,239758,32165
CASTLEKNOCK,WARREN GREEN WARREN PARK,20,O/S 2/4 WGRN-WP,02-Apr,,307206,237114,32166
CASTLEKNOCK,WARREN GREEN WARREN PARK,21,O/S 10/12 WGRN-WP,10-Dec,,307206,237083,32167
CASTLEKNOCK,WARREN GREEN WARREN PARK,22,O/S 18/20 WGRN-WP,18/20,,307212,237051,32168
CASTLEKNOCK,WARREN GREEN WARREN PARK,23,O/S 26 WGRN-WP,26,,307227,237027,32169
MALAHIDE,WARREN MANOR MALAHIDE,12,,,,320722.375,245947.75,32170
MALAHIDE,WARREN MANOR MALAHIDE,13,,,,320746.125,245941.5,32171
MALAHIDE,WARREN MANOR MALAHIDE,14,,,,320771.375,245947,32172
BALDOYLE,WARRENHOUSE ROAD,16,O/S 4 WH RD,4,,324785,239702,32173
BALDOYLE,WARRENHOUSE ROAD,17,O/S 3 WH RD,3,,324771,239697,32174
BALDOYLE,WARRENHOUSE ROAD,18,O/S 9 WH RD,9,,324759,239742,32175
BALDOYLE,WARRENHOUSE ROAD,20,O/S 15 WH RD,15,,324748,239784,32176
BALDOYLE,WARRENHOUSE ROAD,21,O/S 21 WH RD,21,,324737,239827,32177
BALDOYLE,WARRENHOUSE ROAD,25,O/S 24 WH RD,24,,324740,239876,32178
BALDOYLE,WARRENHOUSE ROAD,26,O/S 30 WH RD,30,,324729,239918,32179
BALDOYLE,WARRENHOUSE ROAD,27,O/S 34 WH RD,34,,324720,239950,32180
BALDOYLE,WARRENHOUSE ROAD,29,OPP 38/40 WH RD,,38/40,324699,239984,32181
BALDOYLE,WARRENHOUSE ROAD,30,OPP 44/46 WH RD,44/46,,324690.875,240018.25,32182
BALDOYLE,WARRENHOUSE ROAD,31,OPP 48 WH RD,,48,324683,240049,32183
BALDOYLE,WARRENHOUSE ROAD,32,S/O 1 MALL,,,324690,240087,32184
BALDOYLE,WARRENHOUSE ROAD,     19B,RD CENTRE O/S 13,13,,324757,239772,32185
BALDOYLE,WARRENHOUSE ROAD,    019A,RD CENTRE O/S 13,13,,324758,239775,32186
BALDOYLE,WARRENHOUSE ROAD,    024A,RD CENTRE O/S 27,27,,324734,239864,32187
BALDOYLE,WARRENHOUSE ROAD,    024B,RD CENTRE O/S 27,27,,324735,239863,32188
BALDOYLE,WARRENHOUSE ROAD,    028A,RD CENTRE O/S 34/36,34/36,,324709,239969,32189
BALDOYLE,WARRENHOUSE ROAD,    028B,RD CENTRE O/S 34/36,34/36,,324708,239967,32190
BALDOYLE,WARRENHOUSE ROAD,   X 022,O/S 20 WH RD,20,,324750,239837,32191
BALDOYLE,WARRENHOUSE ROAD,   X 023,O/S 25 WH RD,25,,324729,239850,32192
MULHUDDART,WARRENSTOWN CLOSE,91,O/S 18/20 WRNSTWN CLS,18/20,,307621,240168,32193
MULHUDDART,WARRENSTOWN CLOSE,92,O/S 10/12 WRNSTWN CLS,10-Dec,,307596,240157,32194
MULHUDDART,WARRENSTOWN CLOSE,93,O/S 2/4 WRNSTWN CLS,02-Apr,,307572,240147,32195
MULHUDDART,WARRENSTOWN COURT,65,S/O 15 WRNSTWN LWN,,,307401,240033,32196
MULHUDDART,WARRENSTOWN COURT,66,O/S 9/11 WRNSTWN CRT,09-Nov,,307393,240053,32197
MULHUDDART,WARRENSTOWN COURT,67,O/S 1/3 WRNSTWN CRT,01-Mar,,307381,240077,32198
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,2,,,,307476,240092,32199
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,2,,,,307476,240092,32200
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,3,,,,307460,240115,32201
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,4,AT 1ST RBT,,,307452,240127,32202
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,5,AT 1ST RBT,,,307429,240114,32203
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,6,AT 1ST RBT,,,307417,240136,32204
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,7,AT 1ST RBT,,,307434,240145,32205
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,8,,,,307402,240161,32206
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,9,,,,307378,240173,32207
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,10,,,,307359,240183,32208
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,11,AT 2ND RBT,,,307347,240195,32209
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,12,AT 2ND RBT,,,307331,240175,32210
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,13,AT 2ND RBT,,,307317,240189,32211
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,14,AT 2ND RBT,,,307333,240210,32212
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,15,,,,307304,240211,32213
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,16,,,,307276,240226,32214
MULHUDDART,WARRENSTOWN DISTRIBUTOR ROAD,17,,,,307249,240251,32215
MULHUDDART,WARRENSTOWN DOWNS,1,O/S 1 WRNSTWN DWNS,1,,307363,240270,32216
MULHUDDART,WARRENSTOWN DOWNS,2,OPP 4/5 WRNSTWN DWNS,04-May,,307348,240297,32217
MULHUDDART,WARRENSTOWN DOWNS,3,O/S 8 WRNSTWN DWNS,8,,307325,240304,32218
MULHUDDART,WARRENSTOWN DRIVE,4,O/S 32/33 WRNSTWN DRV,32/33,,307292,240256,32219
MULHUDDART,WARRENSTOWN DRIVE,5,O/S 36/37 WRNSTWN DRV,36/37,,307313,240239,32220
MULHUDDART,WARRENSTOWN DRIVE,6,O/S 40/41 WRNSTWN DRV,40/41,,307334,240222,32221
MULHUDDART,WARRENSTOWN DRIVE,7,O/S 30/31 WRNSTWN DRV,30/31,,307278,240258,32222
MULHUDDART,WARRENSTOWN DRIVE,8,O/S 26/27 WRNSTWN DRV,26/27,,307289,240286,32223
MULHUDDART,WARRENSTOWN DRIVE,9,O/S 22/23 WRNSTWN DRV,22/23,,307308,240304,32224
MULHUDDART,WARRENSTOWN DRIVE,10,O/S 18/19 WRNSTWN DRV,18/19,,307327,240326,32225
MULHUDDART,WARRENSTOWN DRIVE,11,O/S 16 WRNSTWN DRV,16,,307337,240340,32226
MULHUDDART,WARRENSTOWN DRIVE,12,S/O 16 WRNSTWN DRV,,,307329,240351,32227
MULHUDDART,WARRENSTOWN DRIVE,13,O/S 10/11 WRNSTWN DRV,10-Nov,,307352,240353,32228
MULHUDDART,WARRENSTOWN DRIVE,14,O/S 6/7 WRNSTWN DRV,06-Jul,,307378,240346,32229
MULHUDDART,WARRENSTOWN DRIVE,15,O/S 2/3 WRNSTWN DRV,02-Mar,,307403,240337,32230
MULHUDDART,WARRENSTOWN GARTH,35,S/O 5 WRNSTWN VLE,,,307315,240170,32231
MULHUDDART,WARRENSTOWN GARTH,36,S/O 2 WRNSTWN GRTH,,,307302,240144,32232
MULHUDDART,WARRENSTOWN GARTH,37,S/O 2 WRNSTWN GRTH,,,307289,240127,32233
MULHUDDART,WARRENSTOWN GARTH,38,O/S 4/6 WRNSTWN GRTH,04-Jun,,307271,240132,32234
MULHUDDART,WARRENSTOWN GARTH,39,O/S 10 WRNSTWN GRTH,10,,307256,240144,32235
MULHUDDART,WARRENSTOWN GREEN,70,O/S 1 WRNSTWN GRN,1,,307503,240089,32236
MULHUDDART,WARRENSTOWN GREEN,71,O/S 3/4 WRNSTWN GRN,03-Apr,,307494,240112,32237
MULHUDDART,WARRENSTOWN GREEN,72,O/S 7/8 WRNSTWN GRN,07-Aug,,307484,240137,32238
MULHUDDART,WARRENSTOWN GREEN,73,S/O 9 WRNSTWN GRN,,,307477,240161,32239
MULHUDDART,WARRENSTOWN GREEN,74,O/S 10/11 WRNSTWN GRN,10-Nov,,307490,240180,32240
MULHUDDART,WARRENSTOWN GREEN,75,O/S 14/15 WRNSTWN GRN,14/15,,307514,240193,32241
MULHUDDART,WARRENSTOWN GREEN,97,O/S 28 WRNSTWN GRN,28,,307622,240254,32242
MULHUDDART,WARRENSTOWN GREEN,98,O/S 32/33 WRNSTWN GRN,32/33,,307647,240272,32243
MULHUDDART,WARRENSTOWN GREEN,99,O/S 35 WRNSTWN GRN,35,,307661,240285,32244
MULHUDDART,WARRENSTOWN GREEN,100,O/S 24/25 WRNSTWN GRN,24/25,,307588,240234,32245
MULHUDDART,WARRENSTOWN GREEN,101,O/S 20/21 WRNSTWN GRN,20/21,,307564,240222,32246
MULHUDDART,WARRENSTOWN GREEN,102,O/S 113 WRNSTWN GRN,113,,307535,240206,32247
MULHUDDART,WARRENSTOWN GROVE,81,OPP 22/23 WRNSTWN GRV,,22/23,307533,240061,32248
MULHUDDART,WARRENSTOWN GROVE,82,OPP 18/19 WRNSTWN GRV,,18/19,307559,240071,32249
MULHUDDART,WARRENSTOWN GROVE,83,OPP ENT WRNSTWN ROW,,,307586,240082,32250
MULHUDDART,WARRENSTOWN GROVE,84,OPP 13/14 WRNSTWN GRV,13/14,,307613,240091,32251
MULHUDDART,WARRENSTOWN GROVE,85,OPP 9/10 WRNSTWN GRV,,09-Oct,307634,240099,32252
MULHUDDART,WARRENSTOWN GROVE,86,OPP ENT WRNSTWN RSE,,,307672,240114,32253
MULHUDDART,WARRENSTOWN GROVE,87,O/S 1/2 WRNSTWN GRV,01-Feb,,307701,240127,32254
MULHUDDART,WARRENSTOWN LAWN,55,OPP 1/2 WRNSTWN LWN,01-Feb,,307290,239966,32255
MULHUDDART,WARRENSTOWN LAWN,56,OPP 6/7 WRNSTWN LWN,,06-Jul,307322,239977,32256
MULHUDDART,WARRENSTOWN LAWN,57,OPP 10/11 WRNSTWN LWN,,10-Nov,307348,239987,32257
MULHUDDART,WARRENSTOWN LAWN,58,OPP 14 WRNSTWN LWN,,14,307374,239997,32258
MULHUDDART,WARRENSTOWN LAWN,59,OPP ENT WRNSTWN CRT,,,307409,240012,32259
MULHUDDART,WARRENSTOWN LAWN,60,OPP 17/18 WRNSTWN LWN,17/18,,307435,240023,32260
MULHUDDART,WARRENSTOWN LAWN,61,OPP 21 WRNSTWN LWN,,21,307466,240036,32261
MULHUDDART,WARRENSTOWN LAWN,62,O/S 27 WRNSTWN LWN,27,,307432,240102,32262
MULHUDDART,WARRENSTOWN LAWN,63,O/S 22/23 WRNSTWN LWN,22/23,,307447,240076,32263
MULHUDDART,WARRENSTOWN LAWN,64,S/O 21 WRNSTWN LWN,,,307461,240051,32264
MULHUDDART,WARRENSTOWN PARK,50,OPP ENT WRNSTWN CRT,,,307368,240086,32265
MULHUDDART,WARRENSTOWN PARK,51,O/S 11 WRNSTWN PK,11,,307277,240040,32266
MULHUDDART,WARRENSTOWN PARK,52,O/S 7/8 WRNSTWN PK,07-Aug,,307302,240042,32267
MULHUDDART,WARRENSTOWN PARK,53,O/S 3/4 WRNSTWN PK,03-Apr,,307327,240053,32268
MULHUDDART,WARRENSTOWN PARK,54,S/O 2 WRNSTWN CRT,,,307357,240068,32269
MULHUDDART,WARRENSTOWN PARK,68,S/O 1 WRNSTWN CRT,,,307396,240093,32270
MULHUDDART,WARRENSTOWN PARK,69,S/O 27 WRNSTWN LWN,,,307421,240107,32271
MULHUDDART,WARRENSTOWN PLACE,42,O/S 20/21 WRNSTWN PLC,20/21,,307281,240213,32272
MULHUDDART,WARRENSTOWN PLACE,43,O/S 16/17 WRNSTWN PLC,16/17,,307270,240187,32273
MULHUDDART,WARRENSTOWN PLACE,44,O/S 12/13 WRNSTWN PLC,Dec-13,,307253,240164,32274
MULHUDDART,WARRENSTOWN PLACE,45,O/S 8/9 WRNSTWN PLC,08-Sep,,307239,240143,32275
MULHUDDART,WARRENSTOWN PLACE,46,O/S 4/5 WRNSTWN PLC,04-May,,307222,240120,32276
MULHUDDART,WARRENSTOWN PLACE,47,O/S 1/2 WRNSTWN PLC,01-Feb,,307210,240105,32277
MULHUDDART,WARRENSTOWN RISE,88,S/O 5 WRNSTWN GRV,,,307665,240129,32278
MULHUDDART,WARRENSTOWN RISE,89,OPP 11/12 WRNSTWN RSE,,11-Dec,307653,240152,32279
MULHUDDART,WARRENSTOWN RISE,90,OPP 8 WRNSTWN RSE,,8,307639,240175,32280
MULHUDDART,WARRENSTOWN RISE,94,OPP 5/6 WRNSTWN RSE,,05-Jun,307633,240190,32281
MULHUDDART,WARRENSTOWN RISE,95,OPP 1/2 WRNSTWN RSE,,01-Feb,307622,240213,32282
MULHUDDART,WARRENSTOWN RISE,96,S/O 27 WRNSTWN GRN,,,307611,240239,32283
MULHUDDART,WARRENSTOWN ROW,76,S/O 15 WRNSTWN GRN,,,307526,240192,32284
MULHUDDART,WARRENSTOWN ROW,77,O/S 1/2 WRNSTWN RW,01-Feb,,307540,240161,32285
MULHUDDART,WARRENSTOWN ROW,78,O/S 5/6 WRNSTWN RW,05-Jun,,307551,240137,32286
MULHUDDART,WARRENSTOWN ROW,79,S/O 17 WRNSTWN GRV,,,307566,240110,32287
MULHUDDART,WARRENSTOWN ROW,80,S/O 17 WRNSTWN GRV,,,307573,240094,32288
MULHUDDART,WARRENSTOWN VALE,40,O/S 1 WRNSTWN VLE,1,,307287,240192,32289
MULHUDDART,WARRENSTOWN VALE,41,O/S 4/5 WRNSTWN VLE,04-May,,307308,240177,32290
MULHUDDART,WARRENSTOWN VIEW,48,O/S 4/5 WRNSTWN VW,04-May,,307237,240073,32291
MULHUDDART,WARRENSTOWN VIEW,49,O/S 1/2 WRNSTWN VW,01-Feb,,307221,240088,32292
MULHUDDART,WARRENSTOWN WALK,21,O/S 10 WRNSTWN WLK,10,,307430,240251,32293
MULHUDDART,WARRENSTOWN WALK,22,O/S 14/15 WRNSTWN WLK,14/15,,307450,240275,32294
MULHUDDART,WARRENSTOWN WALK,23,O/S 18/19 WRNSTWN WLK,18/19,,307478,240288,32295
MULHUDDART,WARRENSTOWN WALK,24,O/S 22/23 WRNSTWN WLK,22/23,,307502,240304,32296
MULHUDDART,WARRENSTOWN WALK,25,O/S 25/26 WRNSTWN WLK,25/26,,307520,240322,32297
MULHUDDART,WARRENSTOWN WALK,26,O/S 1 WRNSTWN WLK,1,,307417,240175,32298
MULHUDDART,WARRENSTOWN WALK,27,O/S 4/5 WRNSTWN WLK,04-May,,307425,240201,32299
MULHUDDART,WARRENSTOWN WALK,28,O/S 8/9 WRNSTWN WLK,08-Sep,,307425,240229,32300
MULHUDDART,WARRENSTOWN WALK,29,S/O 9 WRNSTWN WLK,,,307423,240240,32301
MULHUDDART,WARRENSTOWN WAY,16,O/S 24/25 WRNSTWN WAY,24/25,,307455,240352,32302
MULHUDDART,WARRENSTOWN WAY,17,O/S 22/23 WRNSTWN WAY,22/23,,307439,240341,32303
MULHUDDART,WARRENSTOWN WAY,18,O/S 18/19 WRNSTWN WAY,18/19,,307417,240325,32304
MULHUDDART,WARRENSTOWN WAY,19,O/S 14/15 WRNSTWN WAY,14/15,,307398,240306,32305
MULHUDDART,WARRENSTOWN WAY,20,O/S 10/11 WRNSTWN WAY,10-Nov,,307378,240281,32306
MULHUDDART,WARRENSTOWN WAY,30,S/O 9 WRNSTWN WLK,,,307400,240250,32307
MULHUDDART,WARRENSTOWN WAY,31,S/O 9 WRNSTWN WAY,,,307378,240261,32308
MULHUDDART,WARRENSTOWN WAY,32,O/S 9 WRNSTWN WAY,9,,307371,240257,32309
MULHUDDART,WARRENSTOWN WAY,33,O/S 6/7 WRNSTWN WAY,06-Jul,,307364,240236,32310
MULHUDDART,WARRENSTOWN WAY,34,O/S 2/3 WRNSTWN WAY,02-Mar,,307353,240211,32311
PORTMARNOCK,WATERSIDE CRESCENT,1,O/S 17/19 WTRSD CRES,17/19,,323918,244546,32312
PORTMARNOCK,WATERSIDE CRESCENT,2,O/S 10/12 WTRSD CRES,10-Dec,,323959,244562,32313
PORTMARNOCK,WATERSIDE CRESCENT,3,O/S 1/3 WTRSD CRES,01-Mar,,323990,244560,32314
SWORDS,WATERSIDE SWORDS RD,1,,,,319648.209,246246.305,32315
SWORDS,WATERSIDE SWORDS RD,2,,,,319637.769,246229.992,32316
SWORDS,WATERSIDE SWORDS RD,3,,,,319634.724,246203.24,32317
SWORDS,WATERSIDE SWORDS RD,4,W AVENUE,,,319656.474,246188.667,32318
SWORDS,WATERSIDE SWORDS RD,5,KINGS HALL,,,319671.916,246228.252,32319
SWORDS,WATERSIDE SWORDS RD,6,KINGS HALL,,,319671.046,246206.067,32320
SWORDS,WATERSIDE SWORDS RD,7,W AVENUE,,,319694.319,246184.535,32321
SWORDS,WATERSIDE SWORDS RD,8,O/S 15-18 W WAY,17/18,15/16,319710.631,246230.645,32322
SWORDS,WATERSIDE SWORDS RD,9,O/S 21/22 W WAY,21/22,07-Oct,319707.804,246207.808,32323
SWORDS,WATERSIDE SWORDS RD,10,W AVENUE,,,319733.034,246180.185,32324
SWORDS,WATERSIDE SWORDS RD,11,O/S 8/9 W RISE,08-Sep,,319765.006,246230.428,32325
SWORDS,WATERSIDE SWORDS RD,12,O/S 12/13 W RISE,Dec-13,04-May,319765.441,246201.935,32326
SWORDS,WATERSIDE SWORDS RD,13,W AVENUE,,,319767.834,246176.488,32327
SWORDS,WATERSIDE SWORDS RD,14,O/S 24/25 W WALK,24/25,26/27,319826.994,246213.68,32328
SWORDS,WATERSIDE SWORDS RD,15,O/S 18/19 W WALK,18/19,32,319823.296,246178.662,32329
SWORDS,WATERSIDE SWORDS RD,16,O/S 11/12 W WALK,11-Dec,33,319815.249,246148.212,32330
SWORDS,WATERSIDE SWORDS RD,17,O/S 6 W WALK,6,,319778.926,246149.735,32331
SWORDS,WATERSIDE SWORDS RD,18,OPP 2/3 W PARK,,02-Mar,319774.141,246129.725,32332
SWORDS,WATERSIDE SWORDS RD,19,O/S 12/13 W CRESCENT,Dec-13,,319868.101,246123.2,32333
SWORDS,WATERSIDE SWORDS RD,20,O/S 8/9 W CRESCENT,08-Sep,,319871.799,246155.39,32334
SWORDS,WATERSIDE SWORDS RD,21,O/S 4/5 W CRESCENT,04-May,,319875.061,246184.752,32335
SWORDS,WATERSIDE SWORDS RD,22,O/S 1 W CRESCENT,1,,319878.106,246214.985,32336
SWORDS,WATERSIDE SWORDS RD,23,OPP 14 W CRESCENT,,14,319853.746,246094.055,32337
SWORDS,WATERSIDE SWORDS RD,24,OPP 16/17 W CRESCENT,,16/17,319821.121,246087.965,32338
SWORDS,WATERSIDE SWORDS RD,25,OPP 19/20 W CRESCENT,,19/20,319785.234,246090.14,32339
SWORDS,WATERSIDE SWORDS RD,26,OPP 13 W PARK,,13,319771.096,246067.085,32340
SWORDS,WATERSIDE SWORDS RD,27,ON W PARK,,,319768.704,246030.327,32341
SWORDS,WATERSIDE SWORDS RD,28,ON W PARK,,,319766.529,245996.615,32342
SWORDS,WATERSIDE SWORDS RD,29,ON W PARK,,,319764.789,245963.555,32343
SWORDS,WATERSIDE SWORDS RD,30,ON W PARK,,,319736.731,245954.637,32344
SWORDS,WATERSIDE SWORDS RD,34,OPP 27/28 W PARK,27/28,,319701.279,245958.987,32345
SWORDS,WATERSIDE SWORDS RD,35,OPP 33/34 W PARK,,33/34,319668.871,245961.38,32346
SWORDS,WATERSIDE SWORDS RD,36,ON W PARK,,,319633.636,245965.295,32347
SWORDS,WATERSIDE SWORDS RD,37,O/S 8/9 W PARK,08-Sep,,319765.659,246096.012,32348
SWORDS,WATERSIDE SWORDS RD,38,ON W AVENUE,,,319715.634,246168.658,32349
SWORDS,WATERSIDE SWORDS RD,39,O/S 16 W GROVE,16,03-Jun,319713.241,246149.735,32350
SWORDS,WATERSIDE SWORDS RD,40,O/S 30/31 W COURT,30/31,,319708.239,246120.59,32351
SWORDS,WATERSIDE SWORDS RD,41,O/S 36/37 W COURT,36/37,22/23,319711.284,246083.398,32352
SWORDS,WATERSIDE SWORDS RD,42,OPP 27 W COURT,,27,319713.459,246049.25,32353
SWORDS,WATERSIDE SWORDS RD,43,W COURT,,,319709.109,246033.808,32354
SWORDS,WATERSIDE SWORDS RD,44,O/S 44/45 W COURT,44/45,49/50,319739.341,246029.458,32355
SWORDS,WATERSIDE SWORDS RD,45,O/S 71/72 W COURT,71/72,69/70,319644.294,246039.245,32356
SWORDS,WATERSIDE SWORDS RD,46,OPP 59/60 W COURT,,59/60,319677.136,246039.898,32357
SWORDS,WATERSIDE SWORDS RD,47,W COURT,,,319641.901,246130.377,32358
SWORDS,WATERSIDE SWORDS RD,48,O/S 7/8 W COURT,07-Aug,15-18,319674.744,246125.157,32359
SWORDS,WATERSIDE SWORDS RD,49,AT JUNCTION,,,319628.416,246182.795,32360
SWORDS,WATERSIDE SWORDS RD,50,,,,319507.545,246181.158,32361
SWORDS,WATERSIDE SWORDS RD,51,,,,319505.666,246158.172,32362
SWORDS,WATERSIDE SWORDS RD,52,,,,319503.925,246142.873,32363
SWORDS,WATERSIDE SWORDS RD,53,,,,319538.888,246140.192,32364
SWORDS,WATERSIDE SWORDS RD,54,,,,319581.154,246137.918,32365
SWORDS,WATERSIDE SWORDS RD,56,,,,319510.787,246115.876,32366
SWORDS,WATERSIDE SWORDS RD,99,,,,319625.791,246247.795,32367
BLANCHARDSTOWN,WATERVILLE,1,MAIN DISTRIBUTOR ROAD,,,307929,239231,32368
BLANCHARDSTOWN,WATERVILLE,2,MAIN DISTRIBUTOR ROAD,,,307955,239201,32369
BLANCHARDSTOWN,WATERVILLE,3,MAIN DISTRIBUTOR ROAD,,,307985,239192,32370
BLANCHARDSTOWN,WATERVILLE,4,MAIN DISTRIBUTOR ROAD,,,308028,239168,32371
BLANCHARDSTOWN,WATERVILLE,5,,,,308203,239403,32372
BLANCHARDSTOWN,WATERVILLE,6,,,,308184,239382,32373
BLANCHARDSTOWN,WATERVILLE,7,,,,308167,239362,32374
BLANCHARDSTOWN,WATERVILLE,8,OPP ENTRANCE TO BLASKET SQUARE,,,308149,239341,32375
BLANCHARDSTOWN,WATERVILLE,9,,,,308133,239323,32376
BLANCHARDSTOWN,WATERVILLE,10,,,,308115,239301,32377
BLANCHARDSTOWN,WATERVILLE,11,,,,308097,239279,32378
BLANCHARDSTOWN,WATERVILLE,12,OPP ENTRANCE TO TORY SQUARE,,,308079,239260,32379
BLANCHARDSTOWN,WATERVILLE,13,,,,308066,239241,32380
BLANCHARDSTOWN,WATERVILLE,14,,,,308066,239215,32381
BLANCHARDSTOWN,WATERVILLE,15,,,,308065,239186,32382
BLANCHARDSTOWN,WATERVILLE,16,,,,308058,239166,32383
BLANCHARDSTOWN,WATERVILLE,17,MAIN DISTRIBUTOR ROAD,,,308051,239148,32384
BLANCHARDSTOWN,WATERVILLE,18,MAIN DISTRIBUTOR ROAD,,,308066,239154,32385
BLANCHARDSTOWN,WATERVILLE,19,MAIN DISTRIBUTOR ROAD,,,308096,239140,32386
BLANCHARDSTOWN,WATERVILLE,20,MAIN DISTRIBUTOR ROAD,,,308136,239140,32387
BLANCHARDSTOWN,WATERVILLE,21,MAIN DISTRIBUTOR ROAD OPP WATERVILLE TERRACE,,,308176,239145,32388
BLANCHARDSTOWN,WATERVILLE,22,MAIN DISTRIBUTOR ROAD,,,308202,239159,32389
BLANCHARDSTOWN,WATERVILLE,23,MAIN DISTRIBUTOR ROAD,,,308234,239151,32390
BLANCHARDSTOWN,WATERVILLE,24,MAIN DISTRIBUTOR ROAD,,,308263,239167,32391
BLANCHARDSTOWN,WATERVILLE,25,MAIN DISTRIBUTOR ROAD,,,308293,239160,32392
BLANCHARDSTOWN,WATERVILLE,26,MAIN DISTRIBUTOR ROAD,,,308325.225,239163.05,32393
BLANCHARDSTOWN,WATERVILLE,27,MAIN DISTRIBUTOR ROAD,,,308347,239167,32394
BLANCHARDSTOWN,WATERVILLE,28,MAIN DISTRIBUTOR ROAD,,,308368,239180,32395
BLANCHARDSTOWN,WATERVILLE,29,MAIN DISTRIBUTOR ROAD,,,308393,239171,32396
BLANCHARDSTOWN,WATERVILLE,30,MAIN DISTRIBUTOR ROAD,,,308433,239179,32397
BLANCHARDSTOWN,WATERVILLE,31,MAIN DISTRIBUTOR ROAD,,,308474,239182,32398
BLANCHARDSTOWN,WATERVILLE,32,MAIN DISTRIBUTOR ROAD,,,308502,239170,32399
BLANCHARDSTOWN,WATERVILLE,33,MAIN DISTRIBUTOR ROAD,,,308537,239177,32400
BLANCHARDSTOWN,WATERVILLE,34,MAIN DISTRIBUTOR ROAD,,,308558,239196,32401
