ZONENAME,POSTALSTREETNAME,UNITNUMBER,LOCATION,OUTSIDE,OPPOSITE,EASTING,NORTHING,OBJECTID
SWORDS,AIRSIDE IND ESTATE,118,DIST RD TO DRINAN INTERCHANGE,,,319070,245151,281
SWORDS,AIRSIDE IND ESTATE,119,DIST RD TO DRINAN INTERCHANGE,,,319118,245165,282
SWORDS,AIRSIDE IND ESTATE,120,DIST RD TO DRINAN INTERCHANGE,,,319116,245142,283
SWORDS,AIRSIDE IND ESTATE,121,DIST RD TO DRINAN INTERCHANGE,,,319144.125,245163,284
SWORDS,AIRSIDE IND ESTATE,122,DIST RD TO DRINAN INTERCHANGE,,,319131.625,245128.75,285
SWORDS,AIRSIDE IND ESTATE,123,DIST RD TO DRINAN INTERCHANGE,,,319175.625,245159.25,286
SWORDS,AIRSIDE IND ESTATE,124,DIST RD TO DRINAN INTERCHANGE,,,319147.625,245112,287
SWORDS,AIRSIDE IND ESTATE,125,OFF RAMP DRINAN INTERCHANGE,,,319163.375,245093,288
SWORDS,AIRSIDE IND ESTATE,126,OFF RAMP DRINAN INTERCHANGE,,,319166.625,245058,289
SWORDS,AIRSIDE IND ESTATE,127,OFF RAMP DRINAN INTERCHANGE,,,319169.375,245023.75,290
SWORDS,AIRSIDE IND ESTATE,128,OFF RAMP DRINAN INTERCHANGE,,,319167.5,244991.5,291
SWORDS,AIRSIDE IND ESTATE,129,OFF RAMP DRINAN INTERCHANGE,,,319164.5,244957.25,292
SWORDS,AIRSIDE IND ESTATE,130,OFF RAMP DRINAN INTERCHANGE,,,319159,244922,293
SWORDS,AIRSIDE IND ESTATE,131,DIST RD TO DRINAN INTERCHANGE,,,319181.25,245123.5,294
SWORDS,AIRSIDE IND ESTATE,132,ON RAMP TO M1,,,319204.75,245140.75,295
SWORDS,AIRSIDE IND ESTATE,133,ON RAMP TO M1,,,319277.75,245123,296
SWORDS,AIRSIDE IND ESTATE,134,ON RAMP TO M1,,,319309.951,245101.595,297
SWORDS,AIRSIDE IND ESTATE,135,ON RAMP TO M1,,,319326,245074,298
SWORDS,AIRSIDE IND ESTATE,136,ON RAMP TO M1,,,319327.517,245042.542,299
SWORDS,AIRSIDE IND ESTATE,137,ON RAMP TO M1,,,319318.921,245018.622,300
SWORDS,AIRSIDE IND ESTATE,138,ON RAMP TO M1,,,319297.991,244993.581,301
SWORDS,AIRSIDE IND ESTATE,139,ON RAMP TO M1,,,319274.071,244969.661,302
SWORDS,AIRSIDE IND ESTATE,140,ON RAMP TO M1,,,319247.25,244942.5,303
SWORDS,AIRSIDE IND ESTATE,141,ON RAMP TO M1,,,319223.75,244911,304
SANTRY,AIRWAYS IND EST,1,ENTRANCE ROAD,,,317439,241109,305
SANTRY,AIRWAYS IND EST,2,ENTRANCE ROAD,,,317439,241076,306
SANTRY,AIRWAYS IND EST,3,ENTRANCE ROAD,,,317436,241050,307
SANTRY,AIRWAYS IND EST,4,ENTRANCE ROAD,,,317426,241026,308
SANTRY,AIRWAYS IND EST,5,DAKOTA AVENUE,,,317429,240986,309
SANTRY,AIRWAYS IND EST,6,DAKOTA AVENUE,,,317479,240964,310
SANTRY,AIRWAYS IND EST,7,DAKOTA AVENUE,,,317529,240942,311
SANTRY,AIRWAYS IND EST,8,BOEING ROAD,,,317572,240941,312
SANTRY,AIRWAYS IND EST,9,BOEING ROAD,,,317620,241030,313
SANTRY,AIRWAYS IND EST,10,BOEING ROAD,,,317641,241070,314
SANTRY,AIRWAYS IND EST,11,BOEING ROAD,,,317642,241047,315
SANTRY,AIRWAYS IND EST,12,BOEING ROAD,,,317619,241004,316
SANTRY,AIRWAYS IND EST,13,BOEING ROAD,,,317593,240956,317
SANTRY,AIRWAYS IND EST,14,BOEING ROAD,,,317571,240916,318
SANTRY,AIRWAYS IND EST,15,BOEING ROAD,,,317531,240842,319
SANTRY,AIRWAYS IND EST,16,VISCOUNT AVENUE,,,317427,240750,320
SANTRY,AIRWAYS IND EST,17,VISCOUNT AVENUE,,,317377,240772,321
SANTRY,AIRWAYS IND EST,18,VISCOUNT AVENUE,,,317328,240795,322
SANTRY,AIRWAYS IND EST,19,VISCOUNT AVENUE,,,317281,240829,323
SANTRY,AIRWAYS IND EST,20,VISCOUNT AVENUE,,,317304,240818,324
SANTRY,AIRWAYS IND EST,21,VISCOUNT AVENUE,,,317360,240794,325
SANTRY,AIRWAYS IND EST,22,VISCOUNT AVENUE,,,317401,240775,326
SANTRY,AIRWAYS IND EST,23,BOEING ROAD,,,317464,240752,327
SANTRY,AIRWAYS IND EST,24,BOEING ROAD,,,317478,240768,328
SANTRY,AIRWAYS IND EST,25,BOEING ROAD,,,317490,240792,329
SANTRY,AIRWAYS IND EST,26,BOEING ROAD,,,317507,240823,330
SANTRY,AIRWAYS IND EST,27,BOEING ROAD,,,317534,240872,331
SANTRY,AIRWAYS IND EST,28,BOEING ROAD,,,317549,240901,332
SANTRY,AIRWAYS IND EST,29,DAKOTA AVENUE,,,317547,240920,333
SANTRY,AIRWAYS IND EST,30,DAKOTA AVENUE,,,317499,240942,334
SANTRY,AIRWAYS IND EST,31,DAKOTA AVENUE,,,317449,240964,335
SANTRY,AIRWAYS IND EST,32,DAKOTA AVENUE,,,317400,240986,336
SANTRY,AIRWAYS IND EST,33,CONSTELLATION ROAD,,,317320,240953,337
SANTRY,AIRWAYS IND EST,34,CONSTELLATION ROAD,,,317298,240900,338
SANTRY,AIRWAYS IND EST,35,CONSTELLATION ROAD,,,317286,240879,339
SANTRY,AIRWAYS IND EST,36,CONSTELLATION ROAD,,,317272,240844,340
SANTRY,AIRWAYS IND EST,37,CONSTELLATION ROAD,,,317253,240804,341
SANTRY,AIRWAYS IND EST,38,CONSTELLATION ROAD,,,317246,240792,342
SANTRY,AIRWAYS IND EST,39,CONSTELLATION ROAD,,,317222,240764,343
SANTRY,AIRWAYS IND EST,40,CONSTELLATION ROAD,,,317266,240863,344
SANTRY,AIRWAYS IND EST,41,CONSTELLATION ROAD,,,317298,240932,345
SANTRY,AIRWAYS IND EST,42,CONSTELLATION ROAD,,,317319,240980,346
SANTRY,AIRWAYS IND EST,43,CONSTELLATION ROAD,,,317331,241006,347
SANTRY,AIRWAYS IND EST,44,DAKOTA AVENUE,,,317360,241017,348
SANTRY,AIRWAYS IND EST,45,DAKOTA AVENUE,,,317383,241007,349
SANTRY,AIRWAYS IND EST,46,ENTRANCE ROAD,,,317406,241013,350
CLONSILLA,ALDEMERE,1,AT ENT,,,304629,238528,351
CLONSILLA,ALDEMERE,2,O/S 23/24 ALDE,23/24,,304685,238597,352
CLONSILLA,ALDEMERE,3,O/S 31/32 ALDE,31/32,,304706,238655,353
CLONSILLA,ALDEMERE,4,O/S 35/36 ALDE,35/36,,304715,238683,354
CLONSILLA,ALDEMERE,5,O/S 38/39 ALDE,38/39,,304725,238707,355
CLONSILLA,ALDEMERE,6,O/S 41/42 ALDE,41/42,,304727,238735,356
CLONSILLA,ALDEMERE,7,O/S 54/55 ALDE,54/55,,304754,238635,357
CLONSILLA,ALDEMERE,8,O/S 50/51 ALDE,50/51,,304727,238644,358
CLONSILLA,ALDEMERE,9,S/O 50 ALDE  OPP 27/28 ALDE,,27/28,304706,238629,359
CLONSILLA,ALDEMERE,10,O/S 17/18 ALDE,17/18,,304702,238581,360
CLONSILLA,ALDEMERE,11,O/S 13/14 ALDE,13/14,,304725,238565,361
CLONSILLA,ALDEMERE,12,S/O 7 ALDE OPP 19/20 ALDE,,19/20,304684,238565,362
CLONSILLA,ALDEMERE,13,S/O 6 ALDE,,,304663,238541,363
CLONSILLA,ALDEMERE,14,O/S 4/5 ALDE,04-May,,304663,238518,364
CLONSILLA,ALDEMERE,15,O/S 1/1A ALDE,1/1A,,304682,238494,365
SUTTON,ALDEN DRIVE,1,O/S 1 ALDN DRV,1,,323128,239201,366
SUTTON,ALDEN DRIVE,2,O/S 9/11 ALDN DRV,09-Nov,,323160,239182,367
SUTTON,ALDEN DRIVE,3,O/S 17/19 ALDN DRV,17/19,,323190,239162,368
SUTTON,ALDEN DRIVE,4,O/S 25/27 ALDN DRV,25/27,,323222,239145,369
SUTTON,ALDEN DRIVE,45,O/S 38/40 ALDN DRV,38/40,,323276,239094,370
SUTTON,ALDEN DRIVE,46,O/S 30/32 ALDN DRV,30/32,,323248,239117,371
SUTTON,ALDEN PARK,5,O/S 18/20 ALDN PK,18/20,,323218,239224,372
SUTTON,ALDEN PARK,6,O/S 10/12 ALDN PK,10-Dec,,323189,239246,373
SUTTON,ALDEN PARK,7,O/S 2/4 ALDN PK,02-Apr,,323158,239266,374
SUTTON,ALDEN PARK,48,S/O 11 VRBN AVE,,,323310,239160,375
SUTTON,ALDEN PARK,49,O/S 38/40 ALDN PK,38/40,,323283,239177,376
SUTTON,ALDEN PARK,50,O/S 32/34 ALDN PK,32/34,,323258,239195,377
SUTTON,ALDEN PARK,51,O/S 22/24 ALDN PK,22/24,,323236,239211,378
SUTTON,ALDEN PARK,    X 99,,,,,,379
SUTTON,ALDEN ROAD,1,O/S 100 ALDN RD,100,,323100,239162,380
SUTTON,ALDEN ROAD,2,O/S 1 ALDN RD,1,,323102,239187,381
SUTTON,ALDEN ROAD,3,O/S 9 ALDN RD,9,,323112,239219,382
SUTTON,ALDEN ROAD,4,O/S 17/19 ALDN RD,17/19,,323123,239257,383
SUTTON,ALDEN ROAD,5,O/S 25/27 ALDN RD,25/27,,323132,239290,384
SUTTON,ALDEN ROAD,6,O/S 33/35 ALDN RD,33/35,,323143,239328,385
SUTTON,ALDEN ROAD,7,O/S 41/43 ALDN RD,41/43,,323154,239363,386
SUTTON,ALDEN ROAD,8,O/S 45/47 ALDN RD,,,323159,239376,387
SUTTON,ALDEN ROAD,72,S/O 72 VRBN LWN,,,323213,239498,388
SUTTON,ALDEN ROAD,73,O/S 8/10 ALDN RD,08-Oct,,323196,239430,389
SUTTON,ALDEN ROAD,74,O/S 2 ALDN RD,2,,323181,239395,390
SUTTON,ALDEN ROAD,75,O/S 69/71 ALDN RD,69/71,,323200,239466,391
PORTMARNOCK,ALDER COURT,16,O/S 62 ADLR CRT,62,,324363,244440,392
PORTMARNOCK,ALDER COURT,17,O/S 73 WNDL AVE,73,,324343,244422,393
CLONSILLA,ALLENDALE CLOSE,57,S/O 2 ALLEN TERR,2,,304797,238981,394
CLONSILLA,ALLENDALE CLOSE,58,O/S 45/46 ALLEN CLS,45/46,,304797,238957,395
CLONSILLA,ALLENDALE CLOSE,59,S/O 42 ALLEN CLS,,,304790,238932,396
CLONSILLA,ALLENDALE CLOSE,60,ON BEND OPP 42 ALLEN CLS,,42,304785,238908,397
CLONSILLA,ALLENDALE CLOSE,61,O/S 39 ALLEN CLS,39,,304763,238919,398
CLONSILLA,ALLENDALE CLOSE,62,O/S 34 ALLEN CLS,34,,304734,238929,399
CLONSILLA,ALLENDALE CLOSE,63,O/S 28/29 ALLEN CLS,28/29,,304707,238936,400
CLONSILLA,ALLENDALE CLOSE,64,OPP ENT ALLEN ELMS,,,304679.125,238936,401
CLONSILLA,ALLENDALE CLOSE,78,OPP ENT ALLEE CPS,,,304594,238958,402
CLONSILLA,ALLENDALE CLOSE,79,O/S 18 ALLEN CLS,18,,304621,238961,403
CLONSILLA,ALLENDALE CLOSE,80,O/S 23/24 ALLEN CLS,23/24,,304656,238951,404
CLONSILLA,ALLENDALE CLOSE,81,O/S 12/13 ALLEN CLS,Dec-13,,304577,238974,405
CLONSILLA,ALLENDALE CLOSE,82,S/O 9 ALLEN CLS,,,304548,238984,406
CLONSILLA,ALLENDALE CLOSE,83,O/S 9 ALLEN CLS,9,,304536,238994,407
CLONSILLA,ALLENDALE CLOSE,84,O/S 3/4 ALLEN CLS,03-Apr,,304540,239020,408
CLONSILLA,ALLENDALE CLOSE,85,OPP ENT ALLEN CRT,,,304535,239049,409
CLONSILLA,ALLENDALE CLOSE,91,ON BEND OPP 1 ALLEN WLK,,1,304524,239067,410
CLONSILLA,ALLENDALE COPSE,73,S/O 8 ALLEN WALK,,,304593,239071,411
CLONSILLA,ALLENDALE COPSE,74,O/S 1 ALLEN CPS,1,,304598,239051,412
CLONSILLA,ALLENDALE COPSE,75,O/S 4/5 ALLEN CPS,04-May,,304604,239020,413
CLONSILLA,ALLENDALE COPSE,76,O/S 7 ALLEN CPS,7,,304599,239000,414
CLONSILLA,ALLENDALE COPSE,77,S/O 14 ALLEN CLS,,,304594,238980,415
CLONSILLA,ALLENDALE DRIVE,1,AT ENT,,,304411,239236,416
CLONSILLA,ALLENDALE DRIVE,2,S/O 26 ALLEN VW,,,304441,239237,417
CLONSILLA,ALLENDALE DRIVE,3,O/S 3/4 ALLEN DRV,03-Apr,,304470,239238,418
CLONSILLA,ALLENDALE DRIVE,4,O/S 7/8 ALLEN DRV,07-Aug,,304498,239239,419
CLONSILLA,ALLENDALE DRIVE,5,S/O 1 ALLEN VIEW,,,304528,239241,420
CLONSILLA,ALLENDALE DRIVE,92,PED WAY ALLEN WALK-DRV,,,304517,239083,421
CLONSILLA,ALLENDALE DRIVE,93,O/S 57/58 ALLEN DRV,57/58,,304514,239112,422
CLONSILLA,ALLENDALE DRIVE,94,O/S 52/53 ALLEN DRV,52/53,,304494,239129,423
CLONSILLA,ALLENDALE DRIVE,95,O/S 46/47 ALLEN DRV,46/47,,304462,239128,424
CLONSILLA,ALLENDALE DRIVE,96,S/O 45 ALLEN DRV,,,304438,239126,425
CLONSILLA,ALLENDALE DRIVE,97,O/S 44/45 ALLEN DRV,44/45,,304424,239132,426
CLONSILLA,ALLENDALE DRIVE,98,O/S 40/41 ALLEN DRV,40/41,,304422,239163,427
CLONSILLA,ALLENDALE DRIVE,99,ON BEND OPP 38 ALLEN DRV,,,304415,239191,428
CLONSILLA,ALLENDALE DRIVE,100,S/O 38 ALLEN DRV,,,304443,239188,429
CLONSILLA,ALLENDALE DRIVE,101,O/S 34/35 ALLEN DRV,34/35,,304476,239190,430
CLONSILLA,ALLENDALE DRIVE,102,O/S 30/31 ALLEN DRV,30/31,,304503,239190,431
CLONSILLA,ALLENDALE DRIVE,103,O/S 26/27 ALLEN DRV,26/27,,304530,239191,432
CLONSILLA,ALLENDALE DRIVE,109,OPP ENT ALLEN GLD,,,304555,239203,433
CLONSILLA,ALLENDALE DRIVE,110,O/S 21/22 ALLEN DRV,21/22,,304575,239199,434
CLONSILLA,ALLENDALE DRIVE,111,O/S 15/16 ALLEN DRV,15/16,,304581,239221,435
CLONSILLA,ALLENDALE DRIVE,112,OPP ENT ALLEN VW,,,304554,239230,436
CLONSILLA,ALLENDALE ELMS,65,S/O 26 ALLEN CLS,,,304683,238963,437
CLONSILLA,ALLENDALE ELMS,66,O/S 7/9 ALLEN ELMS,07-Sep,08-Oct,304693,238994,438
CLONSILLA,ALLENDALE ELMS,67,O/S 14/16 ALLEN ELMS,14/16,,304714,239021,439
CLONSILLA,ALLENDALE ELMS,68,O/S 26/28 ALLEN ELMS,26/28,,304721,239052,440
CLONSILLA,ALLENDALE ELMS,69,S/O 7 ALLEN GRN,,,304733,239083,441
CLONSILLA,ALLENDALE GLADE,104,S/O 24 ALLEN DRV,,,304558,239178,442
CLONSILLA,ALLENDALE GLADE,105,O/S 4/6 ALLEN GLD,04-Jun,,304566,239152,443
CLONSILLA,ALLENDALE GLADE,106,O/S 14 ALLEN GLD,14,,304575,239125,444
CLONSILLA,ALLENDALE GLADE,107,O/S 9/11 ALLEN GLD,09-Nov,,304599,239122,445
CLONSILLA,ALLENDALE GLADE,108,O/S 17/19 ALLEN GLD,17/19,,304621,239127,446
CLONSILLA,ALLENDALE GLEN,26,S/O 18 ALLEN GRV,,,304733,239262,447
CLONSILLA,ALLENDALE GLEN,27,O/S 15/17 ALLEN GLD,15/17,,304698,239258,448
CLONSILLA,ALLENDALE GLEN,28,O/S 7/9 ALLEN GLD,07-Sep,,304671,239256,449
CLONSILLA,ALLENDALE GLEN,29,O/S 1 ALLEN GLD,1,,304657,239256,450
CLONSILLA,ALLENDALE GREEN,44,OPP ENT ALLEN WLK,,,304687,239119,451
CLONSILLA,ALLENDALE GREEN,45,O/S 3/4 ALLEN GRN,03-Apr,,304696,239099,452
CLONSILLA,ALLENDALE GREEN,46,OPP ENT ALLEN ELMS,,,304725,239106,453
CLONSILLA,ALLENDALE GREEN,47,O/S 7/8 ALLEN GRN,07-Aug,,304749,239101,454
CLONSILLA,ALLENDALE GREEN,48,O/S 11/12 ALLEN GRN,11-Dec,,304775,239102,455
CLONSILLA,ALLENDALE GREEN,49,OPP 14 ALLEN GRN,,14,304808,239099,456
CLONSILLA,ALLENDALE GROVE,19,OPP ENT ALLEN RSE,,,304637,239323,457
CLONSILLA,ALLENDALE GROVE,20,O/S 2/3 ALLEN GRV,02-Mar,,304655,239316,458
CLONSILLA,ALLENDALE GROVE,21,O/S 6/7 ALLEN GRV,06-Jul,,304688,239318,459
CLONSILLA,ALLENDALE GROVE,22,S/O 11 ALLEN GRV,,,304719,239321,460
CLONSILLA,ALLENDALE GROVE,23,OPP 11 ALLEN GRV,11,,304745,239329,461
CLONSILLA,ALLENDALE GROVE,24,O/S 12/13 ALLEN GRV,Dec-13,,304743,239306,462
CLONSILLA,ALLENDALE GROVE,25,O/S 16/17 ALLEN GRV,16/17,,304747,239280,463
CLONSILLA,ALLENDALE GROVE,30,OPP ENT ALLEN GLN,,,304759,239259,464
CLONSILLA,ALLENDALE HEATH,54,S/O 10 ALLEN ELMS,,,304726,238993,465
CLONSILLA,ALLENDALE HEATH,55,O/S 1 ALLEN GRV,1,,304744,238986,466
CLONSILLA,ALLENDALE HEATH,56,O/S 6 ALLEN GRV,6,,304770,238980,467
CLONSILLA,ALLENDALE LAWN,31,S/O 20 ALLEN GLN,,,304749,239241,468
CLONSILLA,ALLENDALE LAWN,32,S/O 11 ALLEN LWN,,,304751,239209,469
CLONSILLA,ALLENDALE LAWN,33,OPP 11 ALLEN LWN,11,,304752,239187,470
CLONSILLA,ALLENDALE LAWN,34,O/S 8/9 ALLEN LWN,08-Sep,,304730,239189,471
CLONSILLA,ALLENDALE LAWN,35,O/S 4/5 ALLEN LWN,04-May,,304704,239180,472
CLONSILLA,ALLENDALE LAWN,36,O/S 1/2 ALLEN LWN,01-Feb,,304678,239168,473
CLONSILLA,ALLENDALE PLACE,70,O/S 25/27 ALLEN PLC,25/27,,304682,239034,474
CLONSILLA,ALLENDALE PLACE,71,O/S 13/15 ALLEN PLC,13/15,,304656,239036,475
CLONSILLA,ALLENDALE PLACE,72,O/S 1 ALLEN PLC,1,,304629,239031,476
CLONSILLA,ALLENDALE RISE,15,OPP ENTRANCE ALLEN VW,,,304551,239311,477
CLONSILLA,ALLENDALE RISE,16,O/S 4/6 ALLEN RSE,04-Jun,,304572,239302,478
CLONSILLA,ALLENDALE RISE,17,O/S 12/14 ALLEN RSE,Dec-14,,304596,239307,479
CLONSILLA,ALLENDALE RISE,18,O/S 22 ALLEN RSE,22,,304622,239313,480
CLONSILLA,ALLENDALE RISE,37,S/O 22 ALLEN RSE,,,304636,239294,481
CLONSILLA,ALLENDALE RISE,38,O/S 26/28 ALLEN RSE,26/28,,304639,239266,482
CLONSILLA,ALLENDALE RISE,39,O/S 34/36 ALLEN RSE,34/36,,304640,239239,483
CLONSILLA,ALLENDALE RISE,40,O/S 42/44 ALLEN RSE,42/44,,304641,239214,484
CLONSILLA,ALLENDALE RISE,41,O/S 50/52 ALLEN RSE,50/52,,304645,239189,485
CLONSILLA,ALLENDALE RISE,42,O/S 60/62 ALLEN RSE,60/62,,304654,239161,486
CLONSILLA,ALLENDALE RISE,43,BEFORE JUNCT WITH ALLEN WLK,,,304668,239125,487
CLONSILLA,ALLENDALE TERRACE,50,S/O 14 ALLEN GRN,,,304800,239078,488
CLONSILLA,ALLENDALE TERRACE,51,O/S 20/22 ALLEN TERR,20/22,,304801,239052,489
CLONSILLA,ALLENDALE TERRACE,52,O/S 10/12 ALLEN TERR,10-Dec,,304792,239017,490
CLONSILLA,ALLENDALE TERRACE,53,O/S 2/4 ALLEN TERR,02-Apr,,304785,238995,491
CLONSILLA,ALLENDALE VIEW,6,O/S 1 ALLEN VW,1,,304548,239243,492
CLONSILLA,ALLENDALE VIEW,7,O/S 4/5 ALLEN VW,04-May,,304548,239270,493
CLONSILLA,ALLENDALE VIEW,8,O/S 8 ALLEN VW,8,,304547,239295,494
CLONSILLA,ALLENDALE VIEW,9,S/O 8 ALLEN VW,,,304524,239300,495
CLONSILLA,ALLENDALE VIEW,10,O/S 11/12 ALLEN VW,11-Dec,,304495,239301,496
CLONSILLA,ALLENDALE VIEW,11,O/S 15/16 ALLEN VW,15/16,,304469,239299,497
CLONSILLA,ALLENDALE VIEW,12,S/O 19 ALLEN VW,,,304437,239297,498
CLONSILLA,ALLENDALE VIEW,13,O/S 19 ALLEN VW,19,,304418,239290,499
CLONSILLA,ALLENDALE VIEW,14,O/S 23/24 ALLEN VW,23/24,,304419,239259,500
CLONSILLA,ALLENDALE WALK,86,O/S 2/3 ALLEN WLK,02-Mar,,304548,239068,501
CLONSILLA,ALLENDALE WALK,87,O/S 7/8 ALLEN WLK,07-Aug,,304578,239077,502
CLONSILLA,ALLENDALE WALK,88,O/S 10/11 ALLEN WLK,10-Nov,,304608,239088,503
CLONSILLA,ALLENDALE WALK,89,O/S 15/16 ALLEN WLK,15/16,,304638,239098,504
CLONSILLA,ALLENDALE WALK,90,S/O 1 ALLEN GRN,,,304673,239109,505
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,1,ONGAR RBT/ALLENDALE DRV ENT,,,304404,239043,506
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,2,ONGAR RBT/ALLENDALE DRV ENT,,,304402,239077,507
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,3,ONGAR RBT/ALLENDALE DRV ENT,,,304398,239110,508
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,4,ONGAR RBT/ALLENDALE DRV ENT,,,304396,239142,509
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,5,ONGAR RBT/ALLENDALE DRV ENT,,,304396,239169,510
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,6,ONGAR RBT/ALLENDALE DRV ENT,,,304396,239194,511
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,7,ONGAR RBT/ALLENDALE DRV ENT,,,304396,239219,512
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,8,OPP ENT ALLENDALE DRV,,,304389,239232,513
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,9,ENT ALLENDALE/ENT RAVENSWOOD,,,304398,239246,514
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,10,ENT ALLENDALE/ENT RAVENSWOOD,,,304401,239271,515
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,11,ENT ALLENDALE/ENT RAVENSWOOD,,,304406,239295,516
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,12,ENT ALLENDALE/ENT RAVENSWOOD,,,304416,239319,517
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,13,ENT ALLENDALE/ENT RAVENSWOOD,,,304430,239342,518
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,14,ENT ALLENDALE/ENT RAVENSWOOD,,,304439,239373,519
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,15,ENT ALLENDALE/ENT RAVENSWOOD,,,304448,239400,520
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,16,ENT ALLENDALE/ENT RAVENSWOOD,,,304463,239435,521
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,17,ENT ALLENDALE/ENT RAVENSWOOD,,,304481,239462,522
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,18,OPP ENT RAVENSWOOD,,,304492,239489,523
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,19,ENT RAVENSWOOD/LATCHFIELD RBT,,,304520,239505,524
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,20,ENT RAVENSWOOD/LATCHFIELD RBT,,,304538,239531,525
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,21,ENT RAVENSWOOD/LATCHFIELD RBT,,,304553,239563,526
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,22,ENT RAVENSWOOD/LATCHFIELD RBT,,,304562,239589,527
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,23,ENT RAVENSWOOD/LATCHFIELD RBT,,,304563,239620,528
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,24,ENT RAVENSWOOD/LATCHFIELD RBT,,,304560,239651,529
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,25,LATCHFIELD RBT,,,304563,239667,530
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,26,LATCHFIELD RBT,,,304536,239673,531
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,27,LATCHFIELD RBT,,,304578,239678,532
CLONEE,ALLENDALE-RAVENSWOOD DIST RD,28,LATCHFIELD RBT,,,304556,239703,533
LUCAN,ALLENSWOOD LUCAN,1,OPP AISHLING,,,301856,236994,534
LUCAN,ALLENSWOOD LUCAN,2,,,,301925,236991,535
LUCAN,ALLENSWOOD LUCAN,3,,,,301977,236991,536
LUCAN,ALLENSWOOD LUCAN,4,OPP WEEPING WILLOW,,,302030,236987,537
LUCAN,ALLENSWOOD LUCAN,5,OPP CHERRY BLOSSOM,,,302086,236983,538
LUCAN,ALLENSWOOD LUCAN,6,OPP WOODLAWN,,,302117,236982,539
LUCAN,ALLENSWOOD LUCAN,7,O/S LIDWEDGE,,,302256,236923,540
LUCAN,ALLENSWOOD LUCAN,8,O/S CLONEEN,,,302288,236890,541
LUCAN,ALLENSWOOD LUCAN,9,O/S ST. OLIVER,,,302334,236866,542
LUCAN,ALLENSWOOD LUCAN,10,,,,302404.625,236875,543
LUCAN,ALLENSWOOD LUCAN,11,,,,302470.375,236897.5,544
LUCAN,ALLENSWOOD LUCAN,12,,,,302521.625,236888.25,545
LUCAN,ALLENSWOOD LUCAN,13,,,,302577.625,236886.25,546
SKERRIES,AN CLADDAGH,1,O/S 1 CLADDAGH,1,,324121,260892,547
SKERRIES,AN CLADDAGH,2,O/S 2 CLADDAGH,2,,324102,260899,548
RUSH,AN TEARMANN,1,,,,325927.101,254035.533,549
RUSH,AN TEARMANN,2,,,,325933.592,254008.759,550
RUSH,AN TEARMANN,3,,,,325936.432,253982.187,551
RUSH,AN TEARMANN,4,,,,325939.069,253950.949,552
RUSH,AN TEARMANN,5,,,,325959.353,253949.124,553
RUSH,AN TEARMANN,6,,,,325917.974,253953.181,554
PORTERSTOWN,ANNFIELD,34,O/S 14 ANFLD DRV,14,,306218,237203,555
PORTERSTOWN,ANNFIELD,35,O/S 12 ANFLD DRV,12,,306199,237230,556
PORTERSTOWN,ANNFIELD,36,O/S 21 ANFLD DRV,21,,306180,237232,557
PORTERSTOWN,ANNFIELD,37,O/S 7 ANFLD DRV,7,,306175,237252,558
PORTERSTOWN,ANNFIELD,38,O/S 65 ANFLD DRV,65,,306157,237251,559
PORTERSTOWN,ANNFIELD,39,O/S 25 ANFLD DRV,25,,306153,237227,560
PORTERSTOWN,ANNFIELD,40,O/S 60 ANFLD DRV,60,,306127,237211,561
PORTERSTOWN,ANNFIELD,41,O/S 30 ANFLD DRV,30,,306131,237165,562
PORTERSTOWN,ANNFIELD,42,O/S 51 ANFLD DRV,51,,306120,237157,563
PORTERSTOWN,ANNFIELD,43,O/S 37/38 ANFLD DRV,37/38,,306132,237130,564
PORTERSTOWN,ANNFIELD,44,O/S 43 ANFLD DRV,43,,306119,237114,565
PORTERSTOWN,ANNFIELD,45,OPP EXIT ANFLD DRV,,,306123,237084,566
PORTERSTOWN,ANNFIELD,46,O/S 2 ANFLD CRT,,,306151,237095,567
